department,course_number,course_title
STAT   ,566,CAUSAL MODELING
STAT   ,571,REGR METHODS: DEPT
STAT   ,582,ADV THRY STAT INFER 
STAT   ,590,STAT SEMINAR
STAT   ,599,STAT CONSULTING
STAT   ,600,INDEPNDNT STDY/RSCH 
STAT   ,700,MASTERS THESIS
STAT   ,800,DOCTORAL DISSERTATN 
GWSS   ,200,INTRO WOMEN STUDIES 
GWSS   ,241,HIP HOP& INDIE ROCK 
GWSS   ,244,INDIGENOUS FEMINSIMS
GWSS   ,257,PSYCH OF GENDER
GWSS   ,290,SPEC TOP WOMEN STDY 
GWSS   ,300,GEND RACE CLASS
GWSS   ,328,GENDER SEX CHINA
GWSS   ,374,TRANSGENDER STUDIES 
GWSS   ,390,INTERMEDIATE TOPICS 
GWSS   ,438,JEWISH WOMEN IN AMER
GWSS   ,455,CONTEMP FEM THEORY
GWSS   ,464,QUEER DESIRES
GWSS   ,487,ADV PSYCHOBIO WOMEN 
GWSS   ,490,SPEC TOP WOMEN STDY 
GWSS   ,493,SENIOR THSIS
GWSS   ,495,TUTORING WOMEN STDY 
GWSS   ,496,GLOBAL FEMINISMS
GWSS   ,497,FIELDWORK WOMEN ST
GWSS   ,499,UNDERGRAD RESEARCH
GWSS   ,502,CROSS DIS FEM THERY 
GWSS   ,590,SPECIAL TOPICS
GWSS   ,598,DIRECTED READINGS
GWSS   ,600,INDEPNDNT STDY/RSCH 
GWSS   ,700,MA THESIS
GWSS   ,701,MA PRACTICUM
GWSS   ,800,DOCTORAL DISSERTATN 
BIOL   ,106,INTRO BIO SEMINAR
BIOL   ,114,INTRO ASTROBIOLOGY
BIOL   ,118,SURVEY OF PHYSIOL
BIOL   ,119,ELEM PHYSIOL LAB
BIOL   ,180,INTRO BIOLOGY
BIOL   ,200,INTRO BIOL
BIOL   ,220,INTRO BIOL
BIOL   ,302,LAB TECHNIQS IN CMB 
BIOL   ,311,BIOLOGY OF FISHES
BIOL   ,350,FOUNDTNS PHYSIOLOGY 
BIOL   ,355,FNDATION MOL CEL BIO
BIOL   ,356,FNDATNS IN ECOLOGY
BIOL   ,396,PEER FACILITATION
BIOL   ,399,BIOLOGY INTERNSHIP
BIOL   ,401,ADV CELL BIOLOGY
BIOL   ,408,NEUROETHOLOGY
BIOL   ,413,GENETICS OF DVLPMNT 
BIOL   ,417,REPRODUC PHYS VERTS 
BIOL   ,419,BIO DATA SCIENCE
BIOL   ,423,MARINE ECOL PROCESS 
BIOL   ,424,PLANT ECOPHYSIOLOGY 
BIOL   ,425,PLANT PHYSIOL & DEV 
BIOL   ,434,INVERTEBRATE ZOOL
BIOL   ,449,APPLD PHYLOGENETICS 
BIOL   ,453,CMPR ANAT VERTS
BIOL   ,455,BIO HUMAN IMMUNOPATH
BIOL   ,459,DEVLPMNTL NEUROBIOL 
BIOL   ,460,MAMMALIAN PHYSIOL
BIOL   ,461,NEUROBIOLOGY
BIOL   ,466,EMERGING DISEASES
BIOL   ,477,MARINE BIOL SEMINAR 
BIOL   ,479,MARINE BIO RESEARCH 
BIOL   ,483,PALEOBIOLOGY SEMINAR
BIOL   ,485,CELL MOLE& DEV SEMNR
BIOL   ,486,ECOLOGY SEMINAR
BIOL   ,489,PLANT BIOL SEMINAR
BIOL   ,495,FERMENTATION BIOLOGY
BIOL   ,498,LIBRARY RESEARCH
BIOL   ,499,UNDERGRAD RESEARCH
BIOL   ,501,BIO INSTRUCTION
BIOL   ,504,MENTORED READING
BIOL   ,506,MANUSCRIPT WRITING
BIOL   ,519,BIO DATA SCIENCE
BIOL   ,520,DEPT SEMINAR
BIOL   ,541,TOPICS IN MCD BIO
BIOL   ,543,BIOL OF DROSOPHILA
BIOL   ,550,EVOLU & SYSTEM SMNR 
BIOL   ,551,TOPICS EVOLU&SYSTEM 
BIOL   ,553,APPLD PHYLOGENETICS 
BIOL   ,560,SEMINAR IN ECOLOGY
BIOL   ,561,TOPICS IN ECOLOGY
BIOL   ,570,CONSERV BIO SEMINAR 
BIOL   ,571,TOPICS CONSERV BIO
BIOL   ,581,TOPICS IN PHYSIO
BIOL   ,590,ORGANISMAL BIOL SMNR
BIOL   ,591,TOPICS ORGANISM BIO 
BIOL   ,600,INDEPNDNT STDY/RSCH 
BIOL   ,700,MASTERS THESIS
BIOL   ,800,DOCTORAL DISSERTATN 
ARCH   ,150,APPREC OF ARCH I
ARCH   ,151,APPREC OF ARCH II
ARCH   ,201,ARCH DESIGN & REP 2 
ARCH   ,301,INTRO ARCH DES II
ARCH   ,321,INTRO STRUCTURES II 
ARCH   ,351,ROMN GTHIC REN ARCH 
ARCH   ,362,ARCHITECTURE THEORY 
ARCH   ,380,COMPUTERS IN ARCH
ARCH   ,401,ARCH DESIGN V
ARCH   ,404,INTEGRAT D/B STUDIO 
ARCH   ,410,INTRO ARCH PHOTO
ARCH   ,418,WATERCOLOR DRAWING
ARCH   ,439,LIGHTING DESIGN
ARCH   ,457,20TH C ARCHITECTURE 
ARCH   ,460,DESGN THRY & ANALYS 
ARCH   ,468,ARCH CAPSTONE PREP
ARCH   ,487,FUNDAMENTALS OF BIM 
ARCH   ,498,SPECIAL PROJECTS
ARCH   ,499,UNDERGRAD RESEARCH
ARCH   ,501,ARCH FOUNDATION II
ARCH   ,504,ARCH INTEGRATION III
ARCH   ,506,ADV ARCH STUDIES
ARCH   ,511,REPRESENTATION II
ARCH   ,521,DESIGN TECH II
ARCH   ,524,DESIGN TECH V
ARCH   ,526,HI PERFORMANCE BLDG 
ARCH   ,527,INTRO DIG DES & FAB 
ARCH   ,528,DIG DES FAB & CONST 
ARCH   ,534,GREEN TECHNOLOGY
ARCH   ,536,DES LIVING SYSTEMS
ARCH   ,537,TRAD BLDG METHODS
ARCH   ,551,HISTORY & THEORY II 
ARCH   ,561,URBAN DESIGN THEORY 
ARCH   ,570,DESIGN DEVELOPMENT
ARCH   ,587,DSGN COMPUT THEORY
ARCH   ,591,ARCH & LANDSCAPE
ARCH   ,597,RESEARCH PRACTICUM
ARCH   ,598,SPECIAL TOPICS
ARCH   ,599,IND THESIS RESEARCH 
ARCH   ,600,INDEPNDNT STDY/RSCH 
ARCH   ,700,MASTERS THESIS
B E   ,210,GLOBAL BUILT ENV I
B E   ,220,CITIES AND HEALTH
B E   ,405,BUILT ENV STUDIO
B E   ,498,SPECIAL PROJECTS
B E   ,505,BUILT ENVIR STUDIO
B E   ,552,THRY/KNOW BUILT ENVR
B E   ,597,DIRECTED READINGS
B E   ,598,SPECIAL TOPICS
B E   ,600,INDPNDNT STDY/RESCH 
B E   ,800,DOCTORAL DISSERTATN 
CM   ,250,CONST AND CULTURE
CM   ,260,DIGITAL TOOLS
CM   ,311,CONST DOCUMENTS
CM   ,321,MECH SYSTEMS BLDGS
CM   ,322,ELECTRICAL SYST BLD 
CM   ,323,CONST METH & MAT II 
CM   ,411,PROJ PLNG & CONTROL 
CM   ,417,RES PROJECT MGMT
CM   ,421,PROJECT MGMT I
CM   ,422,CONST COMPUTER APPL 
CM   ,428,HEAVY CONST TECH
CM   ,429,CONSTSUPER
CM   ,432,SOILS & FOUNDATIONS 
CM   ,499,UNDERGRAD RESEARCH
CM   ,515,INNOV PROJ MGMT
CM   ,518,LEAN CONSTRUCTION
CM   ,527,SCOPE & RISK MGMT
CM   ,535,RSCH MTDS IN CONST
CM   ,540,SUSTAINABLE CONST
CM   ,600,INDEPNDNT STDY/RSCH 
CM   ,700,MASTER'S THESIS
L ARCH   ,302,URBAN SITES STUDIO
L ARCH   ,353,HIST MOD LAND ARCH
L ARCH   ,361,EXPERIENCE PLACE
L ARCH   ,406,INDIV DSGN STUDIO
L ARCH   ,433,DESIGN IMPLEMENT
L ARCH   ,440,DIGITAL MEDIA I
L ARCH   ,473,PROFESSIONAL PRACT
L ARCH   ,476,PROFESSL OPERATION
L ARCH   ,495,LA STUDIES ABROAD
L ARCH   ,498,SPECIAL PROJECTS
L ARCH   ,499,UNDERGRAD RESEARCH
L ARCH   ,553,HIST MDRN LSCPE ARC 
L ARCH   ,561,HUM EXP OF PLACE
L ARCH   ,590,LAND ARCH SEMINAR
L ARCH   ,598,SPECIAL TOPICS
L ARCH   ,600,INDEPNDNT STDY/RSCH 
L ARCH   ,601,INTERNSHIP
L ARCH   ,700,MASTERS THESIS
L ARCH   ,701,THESIS STUDIO
L ARCH   ,702,CAPSTONE STUDIO
R E   ,360,RE MARKET ANALYSIS
R E   ,365,INTRO RE FIN
R E   ,400,Accounting for RE
R E   ,509,FINANCIAL MODEL II
R E   ,510,INTRO REAL ESTATE
R E   ,513,RE FINANCE INVEST
R E   ,514,NEGOTATIONS BE
R E   ,515,REAL ESTATE LAW
R E   ,518,BEST PRACTICES RE
R E   ,551,DEVELOPMENT STUDIO
R E   ,564,AFFORDABLE HOUSING
R E   ,565,ADV HOUSING STUDIES 
R E   ,598,SPECIAL TOPICS
R E   ,600,INDEPNDNT STDY/RSCH 
CEP   ,200,INTRO COM & ENV PLN 
CEP   ,302,ENV RESPONSE
CEP   ,400,GOV PRACTICUM
CEP   ,446,INTERNSHIP
CEP   ,461,ETHICS & IDENTITY
CEP   ,491,SENIOR PROJECT II
CEP   ,498,SPECIAL TOPICS
CEP   ,499,INDEPNDNT STDY/RSCH 
URBDP   ,422,GEOSPATIAL ANALYS
URBDP   ,424,SITE PLANNING
URBDP   ,498,SPECIAL TOPICS
URBDP   ,499,SPECIAL PROJECTS
URBDP   ,501,COMP PLAN IMPLEMENT 
URBDP   ,503,COMMUNIC & ANALYSIS 
URBDP   ,506,PLAN STUDIO PREP
URBDP   ,510,THRY & METH PLAN I
URBDP   ,514,RACE&SOCIAL JUSTICE 
URBDP   ,522,GEOSPATIAL ANALYSIS 
URBDP   ,524,SITE PLANNING
URBDP   ,532,TPCS TRANSP PLN&PLCY
URBDP   ,538,HEALTH BUILT ENVIR
URBDP   ,547,PROFESSIONAL PROJ
URBDP   ,549,HAZARD MITIGATION
URBDP   ,552,INTRO REAL ESTATE
URBDP   ,554,RE FINANCE INVEST
URBDP   ,557,REAL ESTATE LAW
URBDP   ,564,PLN HIST THRY ETHICS
URBDP   ,586,IMPLEMENT PRES
URBDP   ,592,DOCTORAL SMNR II
URBDP   ,598,SPECIAL TOPICS
URBDP   ,600,INDEPNDNT STDY/RSCH 
URBDP   ,700,MASTERS THESIS
URBDP   ,800,DOCTORAL DISSERTATN 
ACCTG   ,199,ACCTG PROB SOLVING
ACCTG   ,215,ACCTG & FIN REPRTNG 
ACCTG   ,219,ACCOUNTING ESSNTLS
ACCTG   ,225,MANAGERIAL ACCTG
ACCTG   ,301,INTERMED ACCTG I
ACCTG   ,302,INTERMED ACCTG II
ACCTG   ,311,COST ACCOUNTING
ACCTG   ,320,ACCTG INFO SYSTEMS
ACCTG   ,321,TAX EFF OF BUS DECS 
ACCTG   ,411,AUDIT STANDRDS PRIN 
ACCTG   ,440,ACC & FIN MGT DEC
ACCTG   ,450,BUSINESS TAXATION
ACCTG   ,471,FORENSICS & ETHICS
ACCTG   ,495,ACCTG INTERN
ACCTG   ,499,UNDERGRAD RESEARCH
ACCTG   ,525,BUS & INTERN TAX
ACCTG   ,531,TAX-TIMING-PERIODS
ACCTG   ,535,CORPORATIONS II
ACCTG   ,537,CONDUITS I
ACCTG   ,540,TAX ETHICS AND CMU
ACCTG   ,545,STATE & LOCAL TAX
ACCTG   ,575,INTERNSHIP
ACCTG   ,576,IND RES PROJ PROPOSL
ACCTG   ,577,INDEP RES PROJECT
ACCTG   ,579,SPEC TOPICS ACCTNG
ACCTG   ,580,PHD INTRO ACCT RES
ACCTG   ,599,DOCTORAL SMNR-ACCTG 
ACCTG   ,600,INDEPNDNT STDY/RSCH 
B A   ,390,BUS HONORS SEMINAR
B A   ,490,SPECIAL TOPICS
B A   ,495,BUS INTERNSHIP
B A   ,501,BUSINESS ADMIN II
B A   ,545,GLOBAL BUS ISSUES
B A   ,560,CO-OP IN BUSINESS
B A   ,578,STRG MGMT PRACTICUM 
B A   ,800,DOCTORAL DISSERTATN 
BA RM   ,591,BEHAVRL RSCH-APPLIC 
B CMU   ,301,STRATEGIC CMU
B CMU   ,499,BUS COMM RESEARCH
B CMU   ,600,INDPNT STDY OR RSRCH
B ECON   ,300,MANAGERIAL ECON
B ECON   ,426,COMPET GLOBAL EC
B ECON   ,499,UNDERGRAD RESEARCH
B ECON   ,501,ANYLS GLB ECON COND 
B ECON   ,510,MICROECON FOR MGRS
B ECON   ,560,STUDENT INV FUND
B ECON   ,579,SPEC TOPICS IN BECN 
B ECON   ,600,INDEPNDNT STDY/RSCH 
ENTRE   ,370,INTRO TO ENTREP
ENTRE   ,372,ENTRE CHALLNGS &SOLS
ENTRE   ,422,INNOVATION STRATEGY 
ENTRE   ,440,BUS PLAN PRACTICUM
ENTRE   ,457,ENTREPRENEURIAL FIN 
ENTRE   ,459,VENTURE INVESTING
ENTRE   ,472,CREATING A COMPANY I
ENTRE   ,473,CREATING A COMPANYII
ENTRE   ,490,SPECIAL TOPICS ENTRE
ENTRE   ,499,UNDERGRAD RESEARCH
ENTRE   ,509,ENTR FOUNDATIONS
ENTRE   ,522,INNOV STRATEGY
ENTRE   ,532,SOFTWARE ENTREP
ENTRE   ,540,BUSINESS PLAN PRACT 
ENTRE   ,555,ENTRE MARKETING
ENTRE   ,557,ENTREPRENEURIAL FIN 
ENTRE   ,562,LEGAL ESSENTIALS
ENTRE   ,566,ENTREPRENURL MKTG II
ENTRE   ,575,ENTRE LEADERSHIP
ENTRE   ,579,SPEC TOPICS ENTREP
ENTRE   ,581,THEORET FOUND ENTRE 
ENTRE   ,595,VENTURE PLAN&EXECUTE
ENTRE   ,600,INDEP ST IN ENTREP
FIN   ,350,BUSINESS FINANCE
FIN   ,425,INT REAL ESTATE FIN 
FIN   ,428,INTL FINANCIAL MGMT 
FIN   ,435,REAL EST CPTL MKTS
FIN   ,453,FINANCL THRY&ANLYS
FIN   ,454,VALUATION INV FIN
FIN   ,457,ENTREPRENEURIAL FIN 
FIN   ,459,VENTURE INVESTING
FIN   ,460,INVESTMENTS
FIN   ,490,SPECIAL TOPIC-FIN
FIN   ,495,FINANCE INTERNSHIP
FIN   ,499,UNDERGRAD RESEARCH
FIN   ,502,BUSINESS FINANCE
FIN   ,556,BUS VAL & INV ANLYS 
FIN   ,557,ENTREPRENEURIAL FIN 
FIN   ,558,MERGERS & ACQUIST
FIN   ,562,MGMT FINANCIAL RISK 
FIN   ,579,SPECIAL TOPICS
FIN   ,580,DOC SEM IN FIN ECON 
FIN   ,591,CORPORATE FINANCE
FIN   ,599,DOCTORAL SMNR-FIN
FIN   ,600,INDEPNDNT STDY/RSCH 
I S   ,300,INTRO TO INFO SYS
I S   ,320,FUND OF APPLIC PROG 
I S   ,410,BUSINESS DATA COMM
I S   ,445,DATABASE
I S   ,451,BUS DATA ANALYTICS
I S   ,460,SYS ANLYS & DESGN
I S   ,495,PRACTICAL EXPERIENCE
I S   ,499,UNDERGRAD RESEARCH
I S   ,580,ADV RSRCH TOPICS I
I S   ,599,DOC SEM IN INFO SYS 
I S   ,600,INDEPNDNT STDY/RSCH 
MSIS   ,521,INFO TECH & MKTG
MSIS   ,522,ADV DATA MINING
MSIS   ,523,LEGAL ISSUES IN IT
MSIS   ,547,CLOUD COMPUTING
MSIS   ,550,MSIS LEADERSHIP
MSIS   ,601,INTERNSHIP
I BUS   ,300,INTRO GLOBAL BUS
I BUS   ,340,GLOBAL DEVEL MKTS
I BUS   ,491,CISB SEMINAR
I BUS   ,495,INT'L BUS INTERNSHP 
I BUS   ,499,UNDERGRAD RESEARCH
I BUS   ,570,INTL STUDY TOUR
I BUS   ,579,SEM SPCL TOPICS IB
I BUS   ,600,INDEPNDNT STDY/RSCH 
MGMT   ,200,INTRODUCTION TO LAW 
MGMT   ,300,LDRSHIP & ORG BEHAV 
MGMT   ,320,BUS GOVT & SOC
MGMT   ,401,LEADERSHIP DVLPMNT
MGMT   ,412,PERF MGMT & COMPEN
MGMT   ,430,STRATEGIC MGMT
MGMT   ,445,MULTICULTURAL MKTG
MGMT   ,490,SPEC TOP MGMT
MGMT   ,495,MGMT INTERNSHIP
MGMT   ,499,UNDERGRAD RESEARCH
MGMT   ,502,BUSINESS STRATEGY
MGMT   ,504,ETHICAL LEADERSHIP
MGMT   ,510,DEV LEADER SKILLS
MGMT   ,511,LDRSHP/COACH PRACTCM
MGMT   ,522,INNOV STRATEGY
MGMT   ,530,GLOBAL STRATEGY
MGMT   ,547,SUCCESS NEGOTIATIONS
MGMT   ,579,SPECIAL TOPICS MGMT 
MGMT   ,580,PSYCH FOUND OF OB
MGMT   ,599,DOCTORAL SEM MGMT
MGMT   ,600,INDEPNDNT STDY/RSCH 
MKTG   ,301,MARKETING CONCEPTS
MKTG   ,335,PRIN OF SELLING
MKTG   ,370,RETAILING
MKTG   ,415,PRICE STRAT & VALUE 
MKTG   ,430,SALES FORCE MGMT
MKTG   ,445,MULTICULTURAL MKTG
MKTG   ,450,CONSUMER BEHAVIOR
MKTG   ,456,ADVERTISING
MKTG   ,460,MARKETING RESEARCH
MKTG   ,462,CUST ANALYTICS
MKTG   ,470,INTL MARKETING
MKTG   ,490,SPC TPCS A ISS MKTG 
MKTG   ,495,MKTG INTERNSHIP
MKTG   ,499,UNDERGRAD RESEARCH
MKTG   ,501,MKTG MGT
MKTG   ,515,STRAT PRICE VALUE
MKTG   ,518,STRAT MKTG MGMT
MKTG   ,531,PROD MGMT
MKTG   ,554,STRAT PROG MGMT
MKTG   ,555,ENTRE MARKETING
MKTG   ,564,ANALYTICS MKTG DEC
MKTG   ,579,SPEC TOPICS IN MKTG 
MKTG   ,583,MARKETING STRATEGY
MKTG   ,599,DOCTORAL SMNR-MKTG
MKTG   ,600,INDEPNDNT STDY/RSCH 
OPMGT   ,301,PRIN OPER MGT
OPMGT   ,443,INV SUP CHN MGMT
OPMGT   ,450,INTRO PROJECT MGMT
OPMGT   ,495,OP MGMT INTERNSHIP
OPMGT   ,499,UNDERGRAD RESEARCH
OPMGT   ,560,SUPPLY CHAIN MGT
OPMGT   ,599,DOCTRL SM OPMGT
OPMGT   ,600,INDEPNDNT STDY/RSCH 
QMETH   ,201,INTRO TO STAT MTHDS 
QMETH   ,499,UNDERGRAD RESEARCH
QMETH   ,500,STAT ANLYS FOR MGMT 
QMETH   ,551,SPREADSHEET MODELING
QMETH   ,592,STOCHASTIC MODELS
QMETH   ,599,OPERATIONS RESEARCH 
QMETH   ,600,INDEPNDNT STDY/RSCH 
SCM   ,503,SCM LEADERSHIP
SCM   ,522,LEAN & 6-SIGMA
SCM   ,530,MINING BIG DATA
SCM   ,532,GLOBAL SC & LOG
SCM   ,599,SC LEAD & PRACTICE
DENTCL   ,605,FOUNDATIONS OF IPE
DENTCL   ,631,PROS CLERKSHIP
DENTCL   ,632,PERIO CLERKSHIP
DENTCL   ,633,ENDO CLERKSHIP
DENTCL   ,634,OPER CLERKSHIP
DENTCL   ,635,DXTX CLERKSHIP
DENTCL   ,636,ORALM CLERKSHIP
DENTCL   ,637,OMS CLERKSHIP
DENTCL   ,638,PEDO ORTH CLERKSHIP 
DENTEL   ,510,CAREERS IN DENT
DENTEL   ,512,ETHICS JOURNAL CLUB 
DENTEL   ,513,ETHICS PUB REVIEW
DENTEL   ,602,ADV DENT IN IPP
DENTFN   ,520,CARD PULM RENL DIS
DENTFN   ,521,INTRO DENT PUB HLTH 
DENTFN   ,522,FNDNS DENTAL MED 2
DENTFN   ,523,ORAL HIST & EMB 1
DENTGP   ,655,SERV LEARN ROTATION 
DENTGP   ,670,ADV TOP GEN DENT 3
DENTGP   ,672,GEN DENT CLINIC 3
DENTGP   ,673,TX PT SPC ND CLIN 3 
DENTGP   ,674,DENT URGENT CARE 3
DENTGP   ,676,RIDE COMP GEN DENT 3
D HYG   ,500,DENTAL HYG SEMINAR
D HYG   ,501,CAPSTONE I
D HYG   ,502,CAPSTONE II
D HYG   ,503,CAPSTONE III
D HYG   ,595,INTERNSHIP
DENTPC   ,520,DENTAL OCCLUSION
DENTPC   ,523,DENT MAT SCIENCE 1
DENTPC   ,565,DENT PRAC CONVRSTNS 
DENTPC   ,570,OPERATIVE DENT 4
DENTPC   ,571,FIXED PROS 2
DENTPC   ,572,COMPLT DENTURES 2
DENTPC   ,573,ORTHODONTICS 1
DENTPC   ,574,ORAL PATHOLOGY 2
DENTPC   ,576,CLIN ORAL RADIOLOGY 
DENTPC   ,577,PERIODONTICS 2
DENTSL   ,655,PEER MENTOR INTERDIS
DENTSL   ,671,DIR STDY GEN DENT 3 
DPHS   ,449,DIR STDYS IN DPHS
DENT   ,550,P-SPEC STUDIES DENT 
DENT   ,700,MASTERS THESIS
ENDO   ,550,P-DIR STDYS ENDO
ENDO   ,582,ENDODONTIC SEMINAR
ENDO   ,586,ENDODONTIC SEMINAR
ENDO   ,590,TREATMNT PLANN SMNR 
ENDO   ,594,ENDODONTIC LIT
ENDO   ,600,INDEPNDNT STDY/RSCH 
ENDO   ,651,HONORS ENDO LIT SEM 
ENDO   ,655,PEER MENTOR ENDO
ENDO   ,660,CLINICAL ENDODONTCS 
ENDO   ,671,ENDO TREATMENT
OHS   ,449,UNDERGRAD RESEARCH
OHS   ,550,P-DIR STDYS DPHS
OHS   ,561,ORAL TISSUES
OHS   ,562,OHS TEACHING
OHS   ,569,ADV ORAL MICRO
OHS   ,575,OHS SEMINAR
OHS   ,578,RESEARCH TECHNIQUES 
OHS   ,581,SECR PRC EXCRN GLND 
OHS   ,591,ADV TPCS ORALB I
OHS   ,600,INDEPNDNT STDY/RSCH 
OHS   ,650,P-COMD CLINIC ELECT 
OHS   ,700,MASTERS THESIS
OHS   ,800,DOCTORAL DISSERTATN 
ORALM   ,404,DECOD AUX DIDACTIC
ORALM   ,460,DECOD AUX CLINIC
ORALM   ,550,P-DIR STDYS IN O D
ORALM   ,565,ORAL M CLIN CONF
ORALM   ,570,ORL MED AND THERAPY 
ORALM   ,576,ORAL MED LIT REVIEW 
ORALM   ,581,ADV SEM ORAL RADIOL 
ORALM   ,600,INDEPNDNT STDY/RSCH 
ORALM   ,601,ORAL MED RES SMNR
ORALM   ,650,P-ORALM CLIN ELECT
ORALM   ,651,HEALTH
ORALM   ,653,ADV CONE BEAM CT
ORALM   ,654,DECOD ADV CLINICAL
ORALM   ,655,PEER MENTOR ORALM
ORALM   ,656,CLIN ORALM AT SCCA
ORALM   ,660,ROTAT IN MED DISCIP 
ORALM   ,664,ADV DECOD CLINICAL
ORALM   ,665,ORAL M CLINIC
ORALM   ,670,CLIN ORALM TEACH
O S   ,550,P-DIR STDYS IN O S
O S   ,600,INDEPNDNT STDY/RSCH 
O S   ,655,PEER MENTOR O S
O S   ,672,INTRAVENOUS SEDATION
ORTHO   ,449,DIR STDYS IN ORTHO
ORTHO   ,550,P-DIR STDYS ORTHO
ORTHO   ,552,JOURNAL CLUB
ORTHO   ,560,ORTHO SEMINAR
ORTHO   ,564,ORTHO THEORY
ORTHO   ,568,PRAC MGMT
ORTHO   ,575,INTERCEPTIVE ORTHO
ORTHO   ,582,ADULT ORTHO SEM
ORTHO   ,584,CRANOFACIAL ANOMAL
ORTHO   ,585,SURG ORTHO
ORTHO   ,591,ADV TPCS ORALB I
ORTHO   ,599,BIOMECHANICS
ORTHO   ,600,INDEPNDNT STDY/RSCH 
ORTHO   ,631,MINOR TOOTH
ORTHO   ,660,P-CLINICAL ORTHO
ORTHO   ,682,ADULT ORTHO CLINIC
PEDO   ,550,P-DIR STDYS PEDO
PEDO   ,572,PED DENT SEM III
PEDO   ,576,PED DENT SEM VII
PEDO   ,581,DEV DIS SEMINAR
PEDO   ,600,INDEPNDNT STDY/RSCH 
PEDO   ,650,P-PEDO EXTRAMURALS
PEDO   ,662,P-CLIN PED DENT
PEDO   ,668,RURAL PEDO DENTAL
PEDO   ,669,SUPERVSD CLIN TCHNG 
PEDO   ,672,CHMC PEDO CLINIC
PEDO   ,676,CHMC PEDO CLINIC
PEDO   ,699,ORTHODONTIC CLINIC
PERIO   ,449,DIR STDYS IN PERIO
PERIO   ,561,PERIODNTL CASE MNGT 
PERIO   ,577,REVIEW OF LIT
PERIO   ,578,IMPLANT LIT REVIEW
PERIO   ,582,TREATMNT PLANN SMNR 
PERIO   ,585,PERIO THERAPY SMNR
PERIO   ,586,LONGITUDINAL PERIO
PERIO   ,592,PRESCRIPTION SURG
PERIO   ,600,INDEPNDNT STDY/RSCH 
PERIO   ,651,SURGICAL PERIO
PERIO   ,655,PEER MENTOR PERIO
PERIO   ,660,CLIN PERIODONTICS
PERIO   ,665,CLINCL PRCTCE TEACH 
PROS   ,571,REVIEW OF LIT
RES D   ,550,P-DIR STDYS IN RESD 
RES D   ,570,LITERATURE REVIEW
RES D   ,580,TREATMENT PLANNING
RES D   ,582,GRAD PROS LIT REVIEW
RES D   ,585,ADV DENT MAT SCI
RES D   ,600,INDEPNDNT STDY/RSCH 
RES D   ,653,CLINIC MAGNIFICATN
RES D   ,655,PEER MENTOR RESD
RES D   ,660,ORAL REHABILITATION 
RES D   ,663,OPER CNSRV CAST GOLD
RES D   ,672,DIRECT GOLD RESD
EDC&I   ,351,TEACHING PROFESSION 
EDC&I   ,359,LANG LRNG IN COMM
EDC&I   ,424,MULTI ETHNIC C & I
EDC&I   ,494,WKSHP IMPRVE CURRIC 
EDC&I   ,499,UNDERGRAD RESEARCH
EDC&I   ,500,FIELD STUDY
EDC&I   ,503,FOUNDATIONS OF C&I
EDC&I   ,505,SEM IN CURR & INSTR 
EDC&I   ,506,TOPICS RSCH MTHDS
EDC&I   ,524,SMNR TEACHER EDUC
EDC&I   ,534,RDG COMP K-12
EDC&I   ,539,MATH THINK CURR PED 
EDC&I   ,571,SCI LEARNG DESIGN
EDC&I   ,577,CURR ISSUES MATH ED 
EDC&I   ,599,INDEP STUDIES EDUC
EDC&I   ,600,INDEPNDNT STDY/RSCH 
EDC&I   ,601,INTERNSHIP
EDUC   ,170,MATH ELEM TEACHERS
EDUC   ,200,SP TOPICS EDUC SOC
EDUC   ,210,CURRENT ISSUES EDUC 
EDUC   ,251,ED EQUITY/DIVERSITY 
EDUC   ,260,DREAM PROJECT I
EDUC   ,280,INTRO TO ECO
EDUC   ,299,ELS COLLOQUIUM
EDUC   ,300,SPECIAL TOPICS EDUC 
EDUC   ,303,BI LEADERSHIP II
EDUC   ,305,PUB SCHL DEMOCRACY
EDUC   ,310,CURRENT ISSUES
EDUC   ,351,EDU ACHVE MEN COLOR 
EDUC   ,360,DREAM PROJECT II
EDUC   ,361,DREAM PROJECT III
EDUC   ,369,DREAM PROJECT VISIT 
EDUC   ,370,LRN ACROSS SETTINGS 
EDUC   ,401,PRACT COMM SERV ACT 
EDUC   ,421,PRACT COMM SERV ACT 
EDUC   ,451,SPORT & SOCL JUSTICE
EDUC   ,472,INDIVIDUALS & ORGS
EDUC   ,473,COMMUNITY RESEARCH
EDUC   ,482,COMMUNITY CAPSTONE 2
EDUC   ,700,MASTERS THESIS
EDUC   ,800,DOCTORAL DISSERTATN 
ECFS   ,200,INTRO TO ECFS
ECFS   ,301,EARLY CHLDHD CURRIC 
ECFS   ,303,SRVC LRNG & RES I
ECFS   ,304,SRVC LRNG & RES II
ECFS   ,315,PARENTING CHILD DEV 
ECFS   ,321,ENG ENV/INTERACTIONS
ECFS   ,400,CHLD OBSRV & ASSESS 
ECFS   ,402,SOCIAL POLICY
ECFS   ,403,SENIOR CAPSTONE
ECFS   ,411,MATH &SCI PRESCHOOL 
ECFS   ,455,SENIOR PROJECT II
ECFS   ,499,UNDERGRAD RESEARCH
EDTEP   ,503,QTR 3 ELEM FIELD
EDTEP   ,522,TCH & LRN NUM II
EDTEP   ,523,TCH & LRN SCI
